country,year_month,Conflict,Economic,Governance,Political,Social,push_factor_index
Pakistan,2005-05-01,3,0,0,4,0,7
Pakistan,2005-05-01,6,0,0,6,0,12
Pakistan,2005-05-01,1,0,0,0,2,3
Pakistan,2005-05-01,4,0,0,9,2,15
Pakistan,2005-05-01,0,0,0,9,0,9
Pakistan,2005-05-01,1,0,0,9,6,16
Pakistan,2005-05-01,8,0,-1,12,2,21
Pakistan,2005-05-01,4,0,0,-1,0,3
Pakistan,2005-05-01,3,0,0,0,1,4
Pakistan,2005-05-01,7,0,0,0,0,7
Pakistan,2005-05-01,0,0,0,8,0,8
Pakistan,2005-05-01,7,0,0,21,0,28
Pakistan,2005-06-01,7,0,0,12,0,19
Pakistan,2005-06-01,8,0,0,0,0,8
Pakistan,2005-06-01,8,0,0,0,0,8
Pakistan,2005-06-01,5,0,0,0,-2,3
Pakistan,2005-06-01,13,0,0,1,2,16
Pakistan,2005-06-01,3,0,0,16,0,19
Pakistan,2005-06-01,4,0,0,-2,0,2
Pakistan,2005-06-01,48,0,0,9,0,57
Pakistan,2005-06-01,19,0,0,15,1,35
Pakistan,2005-06-01,14,0,0,3,0,17
Pakistan,2005-06-01,13,0,0,19,2,34
Pakistan,2005-06-01,8,0,0,2,0,10
Pakistan,2005-06-01,24,0,2,11,6,43
Pakistan,2005-06-01,6,0,0,0,2,8
Pakistan,2005-06-01,33,0,0,37,6,76
Pakistan,2005-06-01,26,0,0,13,5,44
Pakistan,2005-06-01,27,0,0,7,0,34
Pakistan,2005-06-01,2,0,0,0,0,2
Pakistan,2005-06-01,1,0,0,0,0,1
Pakistan,2005-06-01,18,0,0,0,0,18
Pakistan,2005-06-01,14,0,-1,6,3,22
Pakistan,2005-06-01,23,0,1,17,10,51
Pakistan,2005-06-01,15,0,0,9,0,24
Pakistan,2005-06-01,5,0,0,0,0,5
Pakistan,2005-06-01,12,0,0,3,0,15
Pakistan,2005-06-01,7,0,0,0,0,7
Pakistan,2005-06-01,13,0,0,0,0,13
Pakistan,2005-06-01,15,0,0,9,3,27
Pakistan,2005-06-01,22,0,0,7,0,29
Pakistan,2005-06-01,19,0,0,0,0,19
Pakistan,2005-07-01,12,0,0,0,0,12
Pakistan,2005-07-01,6,0,0,0,0,6
Pakistan,2005-07-01,9,0,0,7,2,18
Pakistan,2005-07-01,11,0,2,1,0,14
Pakistan,2005-07-01,41,0,0,10,0,51
Pakistan,2005-07-01,31,0,0,10,2,43
Pakistan,2005-07-01,36,0,0,12,0,48
Pakistan,2005-07-01,24,0,0,6,6,36
Pakistan,2005-07-01,3,0,0,6,2,11
Pakistan,2005-07-01,14,0,0,21,2,37
Pakistan,2005-07-01,19,0,-1,3,4,25
Pakistan,2005-07-01,17,2,1,18,6,44
Pakistan,2005-07-01,55,0,0,9,5,69
Pakistan,2005-07-01,13,0,0,6,0,19
Pakistan,2005-07-01,42,0,0,1,0,43
Pakistan,2005-07-01,13,0,0,9,2,24
Pakistan,2005-07-01,25,0,0,3,0,28
Pakistan,2005-07-01,7,0,0,0,6,13
Pakistan,2005-07-01,26,2,0,6,7,41
Pakistan,2005-07-01,3,0,0,12,3,18
Pakistan,2005-07-01,35,0,0,17,2,54
Pakistan,2005-07-01,21,0,0,24,0,45
Pakistan,2005-07-01,19,0,0,3,2,24
Pakistan,2005-07-01,7,0,0,13,0,20
Pakistan,2005-07-01,23,0,0,12,0,35
Pakistan,2005-07-01,15,0,0,6,0,21
Pakistan,2005-07-01,12,0,0,15,3,30
Pakistan,2005-07-01,16,0,0,6,1,23
Pakistan,2005-07-01,10,0,0,12,0,22
Pakistan,2005-07-01,5,0,0,9,4,18
Pakistan,2005-07-01,8,0,0,3,0,11
Pakistan,2005-08-01,12,0,0,4,0,16
Pakistan,2005-08-01,16,0,0,6,3,25
Pakistan,2005-08-01,16,2,0,6,6,30
Pakistan,2005-08-01,12,0,0,18,1,31
Pakistan,2005-08-01,4,0,0,3,3,10
Pakistan,2005-08-01,9,0,0,-4,0,5
Pakistan,2005-08-01,6,0,0,6,0,12
Pakistan,2005-08-01,11,0,0,0,0,11
Pakistan,2005-08-01,17,0,0,9,3,29
Pakistan,2005-08-01,9,0,0,12,0,21
Pakistan,2005-08-01,17,0,0,0,0,17
Pakistan,2005-08-01,6,0,0,0,0,6
Pakistan,2005-08-01,4,0,0,0,0,4
Pakistan,2005-08-01,11,0,0,-2,0,9
Pakistan,2005-08-01,7,0,0,18,0,25
Pakistan,2005-08-01,7,0,0,3,0,10
Pakistan,2005-08-01,7,0,0,-2,0,5
Pakistan,2005-08-01,9,0,0,6,0,15
Pakistan,2005-08-01,-6,0,0,0,0,-6
Pakistan,2005-08-01,0,0,0,3,0,3
Pakistan,2005-08-01,2,0,0,0,0,2
Pakistan,2005-08-01,9,0,0,3,1,13
Pakistan,2005-08-01,4,0,0,2,8,14
Pakistan,2005-08-01,7,0,0,6,0,13
Pakistan,2005-08-01,0,0,0,4,0,4
Pakistan,2005-08-01,3,0,0,-2,0,1
Pakistan,2005-08-01,21,0,-2,0,0,19
Pakistan,2005-08-01,3,0,0,3,0,6
Pakistan,2005-08-01,3,0,0,12,0,15
Pakistan,2005-08-01,3,0,0,-4,0,-1
Pakistan,2005-08-01,2,0,0,12,0,14
Pakistan,2005-09-01,71,0,6,18,16,111
Pakistan,2005-09-01,21,0,2,6,5,34
Pakistan,2005-09-01,5,0,0,3,3,11
Pakistan,2005-09-01,0,0,0,0,0,0
Pakistan,2005-09-01,12,0,0,3,0,15
Pakistan,2005-09-01,3,0,0,0,0,3
Pakistan,2005-09-01,7,0,0,0,0,7
Pakistan,2005-09-01,0,0,0,0,0,0
Pakistan,2005-09-01,7,0,0,-12,2,-3
Pakistan,2005-09-01,14,0,0,18,18,50
Pakistan,2005-09-01,10,0,0,6,0,16
Pakistan,2005-09-01,15,0,1,7,1,24
Pakistan,2005-09-01,23,0,0,-5,0,18
Pakistan,2005-09-01,21,0,1,0,8,30
Pakistan,2005-09-01,19,0,0,9,4,32
Pakistan,2005-09-01,15,0,0,-2,0,13
Pakistan,2005-09-01,21,0,0,12,0,33
Pakistan,2005-09-01,15,0,0,9,3,27
Pakistan,2005-09-01,22,0,-2,8,1,29
Pakistan,2005-09-01,18,0,0,15,0,33
Pakistan,2005-09-01,2,0,0,3,0,5
Pakistan,2005-09-01,5,0,3,9,0,17
Pakistan,2005-09-01,1,0,0,27,0,28
Pakistan,2005-09-01,0,0,0,3,0,3
Pakistan,2005-09-01,0,0,0,-4,1,-3
Pakistan,2005-09-01,0,0,0,0,0,0
Pakistan,2005-09-01,9,0,0,6,0,15
Pakistan,2005-09-01,2,0,0,6,0,8
Pakistan,2005-09-01,13,0,0,16,0,29
Pakistan,2005-09-01,8,0,0,4,0,12
Pakistan,2005-10-01,3,0,0,0,0,3
Pakistan,2005-10-01,19,0,0,0,0,19
Pakistan,2005-10-01,9,0,0,0,0,9
Pakistan,2005-10-01,7,0,0,18,3,28
Pakistan,2005-10-01,6,0,0,18,6,30
Pakistan,2005-10-01,0,0,0,3,0,3
Pakistan,2005-10-01,7,0,0,12,0,19
Pakistan,2005-10-01,10,0,0,9,0,19
Pakistan,2005-10-01,13,6,0,19,3,41
Pakistan,2005-10-01,13,2,0,2,0,17
Pakistan,2005-10-01,7,4,0,8,8,27
Pakistan,2005-10-01,13,0,-1,2,0,14
Pakistan,2005-10-01,21,0,0,0,0,21
Pakistan,2005-10-01,10,0,0,6,1,17
Pakistan,2005-10-01,5,0,0,9,0,14
Pakistan,2005-10-01,19,2,0,0,0,21
Pakistan,2005-10-01,12,0,0,-6,0,6
Pakistan,2005-10-01,9,4,0,-5,0,8
Pakistan,2005-10-01,5,0,0,15,1,21
Pakistan,2005-10-01,18,2,0,3,3,26
Pakistan,2005-10-01,6,2,0,0,1,9
Pakistan,2005-10-01,8,0,0,9,1,18
Pakistan,2005-10-01,4,2,0,0,0,6
Pakistan,2005-10-01,11,0,0,5,3,19
Pakistan,2005-10-01,14,0,0,-6,4,12
Pakistan,2005-10-01,9,14,0,13,6,42
Pakistan,2005-10-01,16,6,0,18,2,42
Pakistan,2005-10-01,5,0,0,15,0,20
Pakistan,2005-10-01,23,0,-2,5,0,26
Pakistan,2005-10-01,13,0,0,0,0,13
Pakistan,2005-10-01,6,0,0,0,0,6
Pakistan,2005-11-01,9,2,0,33,0,44
Pakistan,2005-11-01,22,0,0,-6,4,20
Pakistan,2005-11-01,0,0,0,29,0,29
Pakistan,2005-11-01,4,0,0,17,0,21
Pakistan,2005-11-01,4,0,0,1,1,6
Pakistan,2005-11-01,4,0,1,30,2,37
Pakistan,2005-11-01,12,2,0,13,6,33
Pakistan,2005-11-01,19,0,-2,-2,2,17
Pakistan,2005-11-01,14,0,0,7,0,21
Pakistan,2005-11-01,3,0,0,10,0,13
Pakistan,2005-11-01,11,0,0,-4,0,7
Pakistan,2005-11-01,9,0,3,0,0,12
Pakistan,2005-11-01,13,2,0,9,0,24
Pakistan,2005-11-01,17,0,0,12,0,29
Pakistan,2005-11-01,1,0,0,9,0,10
Pakistan,2005-11-01,17,0,-1,6,8,30
Pakistan,2005-11-01,9,8,0,3,5,25
Pakistan,2005-11-01,10,0,0,0,0,10
Pakistan,2005-11-01,28,2,-1,0,0,29
Pakistan,2005-11-01,-4,0,0,0,0,-4
Pakistan,2005-11-01,10,0,0,0,0,10
Pakistan,2005-11-01,5,0,0,18,0,23
Pakistan,2005-11-01,0,0,0,3,0,3
Pakistan,2005-11-01,10,0,0,3,1,14
Pakistan,2005-11-01,2,2,0,0,0,4
Pakistan,2005-11-01,6,2,0,3,0,11
Pakistan,2005-11-01,3,0,0,3,0,6
Pakistan,2005-11-01,31,0,0,6,0,37
Pakistan,2005-11-01,7,0,0,3,0,10
Pakistan,2005-11-01,19,0,0,-6,0,13
Pakistan,2005-12-01,17,0,0,0,0,17
Pakistan,2005-12-01,13,0,0,-2,0,11
Pakistan,2005-12-01,12,0,0,6,0,18
Pakistan,2005-12-01,41,0,1,15,2,59
Pakistan,2005-12-01,11,0,0,3,1,15
Pakistan,2005-12-01,6,0,0,0,1,7
Pakistan,2005-12-01,14,0,0,0,0,14
Pakistan,2005-12-01,7,0,0,1,0,8
Pakistan,2005-12-01,18,0,0,0,0,18
Pakistan,2005-12-01,0,0,0,0,0,0
Pakistan,2005-12-01,2,0,0,15,0,17
Pakistan,2005-12-01,16,0,0,1,0,17
Pakistan,2005-12-01,4,0,0,-2,6,8
Pakistan,2005-12-01,0,0,0,3,9,12
Pakistan,2005-12-01,12,0,-4,0,0,8
Pakistan,2005-12-01,32,0,0,37,1,70
Pakistan,2005-12-01,7,0,0,-2,0,5
Pakistan,2005-12-01,37,0,0,18,0,55
Pakistan,2005-12-01,19,0,0,11,6,36
Pakistan,2005-12-01,4,0,0,0,0,4
Pakistan,2005-12-01,8,0,0,12,0,20
Pakistan,2005-12-01,8,0,0,-1,3,10
Pakistan,2005-12-01,6,0,0,12,0,18
Pakistan,2005-12-01,0,0,0,0,0,0
Pakistan,2005-12-01,0,0,0,-3,0,-3
Pakistan,2005-12-01,5,0,0,4,0,9
Pakistan,2005-12-01,-9,0,0,3,6,0
Pakistan,2005-12-01,21,0,0,12,0,33
Pakistan,2005-12-01,8,0,0,9,0,17
Pakistan,2005-12-01,0,0,0,6,0,6
Pakistan,2005-12-01,-5,0,0,9,2,6
Sierra Leone,2005-01-01,2,0,0,3,1,6
Sierra Leone,2005-01-01,6,0,0,-4,0,2
Sierra Leone,2005-01-01,-6,0,0,0,0,-6
Sierra Leone,2005-01-01,4,0,0,0,1,5
Sierra Leone,2005-01-01,0,0,0,0,2,2
Sierra Leone,2005-01-01,1,2,0,0,0,3
Sierra Leone,2005-01-01,0,2,0,1,0,3
Sierra Leone,2005-01-01,0,0,0,0,0,0
Sierra Leone,2005-01-01,0,0,0,0,0,0
Sierra Leone,2005-01-01,-1,0,0,3,2,4
Sierra Leone,2005-01-01,6,0,0,0,1,7
Sierra Leone,2005-01-01,3,0,0,3,0,6
Sierra Leone,2005-01-01,0,0,0,0,0,0
Sierra Leone,2005-01-01,3,0,0,1,0,4
Sierra Leone,2005-01-01,0,0,0,0,0,0
Sierra Leone,2005-01-01,0,0,0,0,0,0
Sierra Leone,2005-01-01,2,0,0,0,2,4
Sierra Leone,2005-01-01,-1,0,0,3,0,2
Sierra Leone,2005-01-01,0,0,0,3,0,3
Sierra Leone,2005-01-01,0,0,0,-2,0,-2
Sierra Leone,2005-01-01,0,0,0,0,0,0
Sierra Leone,2005-01-01,0,0,0,0,0,0
Sierra Leone,2005-01-01,0,0,0,3,0,3
Sierra Leone,2005-02-01,0,0,0,0,0,0
Sierra Leone,2005-02-01,7,0,0,-4,0,3
Sierra Leone,2005-02-01,0,0,0,-4,2,-2
Sierra Leone,2005-02-01,2,0,0,0,0,2
Sierra Leone,2005-02-01,8,0,0,6,1,15
Sierra Leone,2005-02-01,0,0,1,3,0,4
Sierra Leone,2005-02-01,1,0,0,1,0,2
Sierra Leone,2005-02-01,3,0,0,0,1,4
Sierra Leone,2005-02-01,2,0,0,0,2,4
Sierra Leone,2005-02-01,0,0,0,0,1,1
Sierra Leone,2005-02-01,3,0,0,0,0,3
Sierra Leone,2005-02-01,1,0,0,3,0,4
Sierra Leone,2005-02-01,2,0,0,12,0,14
Sierra Leone,2005-02-01,2,0,0,1,0,3
Sierra Leone,2005-02-01,3,0,0,0,1,4
Sierra Leone,2005-02-01,2,0,0,-2,0,0
Sierra Leone,2005-02-01,1,0,0,0,0,1
Sierra Leone,2005-02-01,0,0,0,0,0,0
Sierra Leone,2005-02-01,8,0,0,-2,1,7
Sierra Leone,2005-02-01,2,0,0,0,0,2
Sierra Leone,2005-02-01,7,0,1,-6,0,2
Sierra Leone,2005-02-01,0,0,0,-2,0,-2
Sierra Leone,2005-02-01,3,0,0,0,1,4
Sierra Leone,2005-02-01,1,0,0,0,1,2
Sierra Leone,2005-03-01,0,0,0,-22,1,-21
Sierra Leone,2005-03-01,2,0,0,1,0,3
Sierra Leone,2005-03-01,14,0,0,1,0,15
Sierra Leone,2005-03-01,2,0,0,0,0,2
Sierra Leone,2005-03-01,0,0,0,0,0,0
Sierra Leone,2005-03-01,0,0,0,0,0,0
Sierra Leone,2005-03-01,0,0,0,6,0,6
Sierra Leone,2005-03-01,0,0,0,3,0,3
Sierra Leone,2005-03-01,0,0,0,3,1,4
Sierra Leone,2005-03-01,9,0,0,5,0,14
Sierra Leone,2005-03-01,0,0,0,0,0,0
Sierra Leone,2005-03-01,0,0,0,0,0,0
Sierra Leone,2005-03-01,11,0,0,3,0,14
Sierra Leone,2005-03-01,-1,0,0,0,0,-1
Sierra Leone,2005-03-01,1,0,0,3,0,4
Sierra Leone,2005-03-01,0,0,0,0,0,0
Sierra Leone,2005-03-01,0,0,0,0,0,0
Sierra Leone,2005-03-01,2,0,0,3,2,7
Sierra Leone,2005-03-01,0,0,0,0,0,0
Sierra Leone,2005-03-01,8,0,0,6,0,14
Sierra Leone,2005-03-01,0,0,0,0,0,0
Sierra Leone,2005-03-01,0,0,0,0,0,0
Sierra Leone,2005-03-01,0,0,0,0,0,0
Sierra Leone,2005-03-01,6,0,0,0,0,6
Sierra Leone,2005-03-01,0,0,0,3,0,3
Sierra Leone,2005-03-01,0,0,0,0,0,0
Sierra Leone,2005-03-01,0,0,0,6,0,6
Sierra Leone,2005-04-01,1,0,0,0,0,1
Sierra Leone,2005-04-01,1,0,0,6,0,7
Sierra Leone,2005-04-01,0,0,0,-6,0,-6
Sierra Leone,2005-04-01,-3,0,0,3,0,0
Sierra Leone,2005-04-01,-2,0,0,0,0,-2
Sierra Leone,2005-04-01,4,0,0,0,0,4
Sierra Leone,2005-04-01,2,0,0,0,0,2
Sierra Leone,2005-04-01,2,0,0,3,0,5
Sierra Leone,2005-04-01,2,0,0,0,0,2
Sierra Leone,2005-04-01,2,0,0,3,0,5
Sierra Leone,2005-04-01,2,0,0,0,0,2
Sierra Leone,2005-04-01,0,0,0,0,0,0
Sierra Leone,2005-04-01,0,0,0,0,0,0
Sierra Leone,2005-04-01,0,0,0,0,0,0
Sierra Leone,2005-04-01,-1,0,0,6,1,6
Sierra Leone,2005-04-01,1,0,0,-4,0,-3
Sierra Leone,2005-04-01,0,0,0,0,0,0
Sierra Leone,2005-04-01,0,0,0,0,0,0
Sierra Leone,2005-04-01,0,0,0,0,0,0
Sierra Leone,2005-04-01,2,0,0,0,2,4
Sierra Leone,2005-04-01,0,0,0,0,0,0
Sierra Leone,2005-04-01,2,0,0,0,0,2
Sierra Leone,2005-04-01,1,0,0,6,0,7
Sierra Leone,2005-04-01,1,0,0,0,0,1
Sierra Leone,2005-05-01,0,0,0,0,0,0
Sierra Leone,2005-05-01,7,0,0,4,0,11
Sierra Leone,2005-05-01,0,0,0,3,0,3
Sierra Leone,2005-05-01,7,0,0,3,0,10
Sierra Leone,2005-05-01,3,0,0,-2,0,1
Sierra Leone,2005-05-01,0,0,0,0,0,0
Sierra Leone,2005-05-01,0,0,0,0,0,0
Sierra Leone,2005-05-01,1,0,0,0,0,1
Sierra Leone,2005-05-01,0,0,0,0,0,0
Sierra Leone,2005-05-01,1,0,0,0,1,2
Sierra Leone,2005-05-01,0,0,0,-4,0,-4
Sierra Leone,2005-05-01,2,0,0,9,2,13
Sierra Leone,2005-05-01,12,0,0,0,0,12
Sierra Leone,2005-05-01,0,0,-2,0,0,-2
Sierra Leone,2005-05-01,1,0,0,0,0,1
Sierra Leone,2005-05-01,-1,0,0,3,0,2
Sierra Leone,2005-05-01,0,0,0,0,0,0
Sierra Leone,2005-05-01,5,0,0,0,0,5
Sierra Leone,2005-05-01,0,0,0,4,0,4
Sierra Leone,2005-05-01,0,0,0,3,1,4
Sierra Leone,2005-05-01,0,0,0,3,0,3
Sierra Leone,2005-05-01,3,0,0,-2,0,1
Sierra Leone,2005-05-01,0,0,0,0,0,0
Sierra Leone,2005-05-01,3,0,0,3,0,6
Sierra Leone,2005-05-01,0,0,0,-2,0,-2
Sierra Leone,2005-06-01,0,0,0,0,0,0
Sierra Leone,2005-06-01,0,0,0,3,0,3
Sierra Leone,2005-06-01,11,0,0,3,0,14
Sierra Leone,2005-06-01,0,0,0,0,0,0
Sierra Leone,2005-06-01,0,0,0,0,0,0
Sierra Leone,2005-06-01,2,0,0,0,0,2
Sierra Leone,2005-06-01,0,0,0,0,0,0
Sierra Leone,2005-06-01,2,0,0,3,0,5
Sierra Leone,2005-06-01,-3,0,0,0,0,-3
Sierra Leone,2005-06-01,0,0,0,0,0,0
Sierra Leone,2005-06-01,-3,0,0,6,0,3
Sierra Leone,2005-06-01,1,0,0,0,0,1
Sierra Leone,2005-06-01,0,0,0,0,1,1
Sierra Leone,2005-06-01,0,0,0,0,0,0
Sierra Leone,2005-06-01,2,0,0,-3,0,-1
Sierra Leone,2005-06-01,2,0,0,0,0,2
Sierra Leone,2005-06-01,0,0,0,0,0,0
Sierra Leone,2005-06-01,3,0,0,0,0,3
Sierra Leone,2005-06-01,0,0,0,0,0,0
Sierra Leone,2005-06-01,6,0,0,0,1,7
Sierra Leone,2005-06-01,3,0,0,0,0,3
Sierra Leone,2005-06-01,3,0,0,-2,0,1
Sierra Leone,2005-06-01,0,0,0,0,0,0
Sierra Leone,2005-06-01,0,0,0,0,0,0
Sierra Leone,2005-06-01,0,0,0,6,0,6
Sierra Leone,2005-06-01,2,0,0,-2,0,0
Sierra Leone,2005-06-01,4,0,0,0,0,4
Sierra Leone,2005-06-01,0,0,0,0,0,0
Sierra Leone,2005-07-01,1,0,0,6,0,7
Sierra Leone,2005-07-01,0,0,0,0,0,0
Sierra Leone,2005-07-01,0,0,0,3,0,3
Sierra Leone,2005-07-01,8,0,0,0,0,8
Sierra Leone,2005-07-01,1,0,0,0,2,3
Sierra Leone,2005-07-01,3,0,0,0,0,3
Sierra Leone,2005-07-01,0,0,0,0,0,0
Sierra Leone,2005-07-01,4,0,0,0,0,4
Sierra Leone,2005-07-01,0,0,0,0,2,2
Sierra Leone,2005-07-01,1,0,0,-3,1,-1
Sierra Leone,2005-07-01,2,0,0,12,6,20
Sierra Leone,2005-07-01,1,0,0,0,0,1
Sierra Leone,2005-07-01,0,0,0,6,0,6
Sierra Leone,2005-07-01,-1,0,-1,0,0,-2
Sierra Leone,2005-07-01,4,0,0,0,0,4
Sierra Leone,2005-07-01,5,0,0,0,1,6
Sierra Leone,2005-07-01,1,0,0,3,0,4
Sierra Leone,2005-07-01,0,0,0,3,0,3
Sierra Leone,2005-07-01,20,0,0,3,0,23
Sierra Leone,2005-07-01,0,0,0,0,0,0
Sierra Leone,2005-07-01,6,0,0,0,1,7
Sierra Leone,2005-07-01,11,0,3,-3,0,11
Sierra Leone,2005-07-01,0,0,0,0,0,0
Sierra Leone,2005-07-01,8,0,0,0,0,8
Sierra Leone,2005-07-01,0,0,0,0,0,0
Sierra Leone,2005-07-01,0,0,0,0,0,0
Sierra Leone,2005-08-01,2,2,0,0,0,4
Sierra Leone,2005-08-01,0,0,0,0,0,0
Sierra Leone,2005-08-01,6,2,0,0,0,8
Sierra Leone,2005-08-01,3,0,0,18,0,21
Sierra Leone,2005-08-01,6,0,0,15,2,23
Sierra Leone,2005-08-01,0,0,0,0,0,0
Sierra Leone,2005-08-01,0,0,0,3,0,3
Sierra Leone,2005-08-01,0,0,0,0,0,0
Sierra Leone,2005-08-01,-2,0,0,0,0,-2
Sierra Leone,2005-08-01,0,0,0,3,0,3
Sierra Leone,2005-08-01,3,0,0,0,0,3
Sierra Leone,2005-08-01,4,0,0,0,0,4
Sierra Leone,2005-08-01,0,0,0,0,4,4
Sierra Leone,2005-08-01,0,0,0,6,2,8
Sierra Leone,2005-08-01,0,0,0,0,0,0
Sierra Leone,2005-08-01,0,0,0,-2,0,-2
Sierra Leone,2005-08-01,-3,0,0,0,5,2
Sierra Leone,2005-08-01,1,0,0,0,0,1
Sierra Leone,2005-08-01,6,0,0,0,0,6
Sierra Leone,2005-08-01,0,0,0,0,0,0
Sierra Leone,2005-08-01,0,0,0,0,0,0
Sierra Leone,2005-08-01,3,0,0,3,0,6
Sierra Leone,2005-08-01,1,0,0,0,0,1
Sierra Leone,2005-08-01,5,0,0,7,2,14
Sierra Leone,2005-09-01,4,0,0,0,0,4
Sierra Leone,2005-09-01,1,0,0,0,0,1
Sierra Leone,2005-09-01,1,0,0,0,0,1
Sierra Leone,2005-09-01,0,0,0,0,0,0
Sierra Leone,2005-09-01,0,0,0,0,0,0
Sierra Leone,2005-09-01,0,0,0,0,0,0
Sierra Leone,2005-09-01,8,0,0,3,1,12
Sierra Leone,2005-09-01,2,0,0,0,0,2
Sierra Leone,2005-09-01,0,0,0,3,0,3
Sierra Leone,2005-09-01,3,0,0,12,2,17
Sierra Leone,2005-09-01,1,0,0,0,0,1
Sierra Leone,2005-09-01,0,0,0,0,0,0
Sierra Leone,2005-09-01,0,0,0,0,0,0
Sierra Leone,2005-09-01,0,0,0,3,0,3
Sierra Leone,2005-09-01,0,0,0,3,0,3
Sierra Leone,2005-09-01,5,0,0,0,2,7
Sierra Leone,2005-09-01,0,0,0,0,5,5
Sierra Leone,2005-09-01,0,0,0,0,0,0
Sierra Leone,2005-09-01,7,0,0,0,0,7
Sierra Leone,2005-09-01,0,0,0,0,0,0
Sierra Leone,2005-09-01,5,0,0,6,0,11
Sierra Leone,2005-10-01,2,0,0,0,0,2
Sierra Leone,2005-10-01,0,0,0,0,3,3
Sierra Leone,2005-10-01,0,0,0,3,0,3
Sierra Leone,2005-10-01,0,4,0,0,0,4
Sierra Leone,2005-10-01,0,0,0,3,0,3
Sierra Leone,2005-10-01,-7,0,0,-2,0,-9
Sierra Leone,2005-10-01,1,0,0,0,0,1
Sierra Leone,2005-10-01,3,0,0,0,0,3
Sierra Leone,2005-10-01,-1,0,0,0,0,-1
Sierra Leone,2005-10-01,0,0,0,0,0,0
Sierra Leone,2005-10-01,2,0,0,6,0,8
Sierra Leone,2005-10-01,1,2,0,6,0,9
Sierra Leone,2005-10-01,1,2,0,0,4,7
Sierra Leone,2005-10-01,1,2,0,4,0,7
Sierra Leone,2005-10-01,1,0,0,0,0,1
Sierra Leone,2005-10-01,0,0,0,0,0,0
Sierra Leone,2005-10-01,0,0,0,0,0,0
Sierra Leone,2005-10-01,0,0,0,0,0,0
Sierra Leone,2005-10-01,0,0,0,0,1,1
Sierra Leone,2005-10-01,0,0,0,-2,0,-2
Sierra Leone,2005-10-01,0,0,0,0,0,0
Sierra Leone,2005-10-01,6,0,0,0,0,6
Sierra Leone,2005-11-01,4,0,0,-1,1,4
Sierra Leone,2005-11-01,1,0,0,1,1,3
Sierra Leone,2005-11-01,0,0,0,0,0,0
Sierra Leone,2005-11-01,0,0,0,0,0,0
Sierra Leone,2005-11-01,0,0,0,0,0,0
Sierra Leone,2005-11-01,6,0,-1,6,0,11
Sierra Leone,2005-11-01,6,0,0,0,0,6
Sierra Leone,2005-11-01,0,0,0,0,0,0
Sierra Leone,2005-11-01,5,0,0,0,0,5
Sierra Leone,2005-11-01,1,0,0,0,0,1
Sierra Leone,2005-11-01,0,0,-2,5,0,3
Sierra Leone,2005-11-01,0,0,0,0,2,2
Sierra Leone,2005-11-01,0,0,0,6,0,6
Sierra Leone,2005-11-01,-1,0,0,0,0,-1
Sierra Leone,2005-11-01,0,0,0,9,0,9
Sierra Leone,2005-11-01,0,0,0,0,0,0
Sierra Leone,2005-11-01,5,0,0,10,0,15
Sierra Leone,2005-11-01,0,0,0,3,0,3
Sierra Leone,2005-11-01,2,0,0,3,1,6
Sierra Leone,2005-11-01,0,0,0,0,0,0
Sierra Leone,2005-11-01,0,0,0,9,0,9
Sierra Leone,2005-11-01,-1,0,0,0,0,-1
Sierra Leone,2005-11-01,-3,0,0,-2,0,-5
Sierra Leone,2005-11-01,11,0,0,-2,0,9
Sierra Leone,2005-12-01,2,0,0,0,0,2
Sierra Leone,2005-12-01,1,0,0,0,0,1
Sierra Leone,2005-12-01,0,0,0,3,0,3
Sierra Leone,2005-12-01,0,0,0,0,0,0
Sierra Leone,2005-12-01,8,0,0,4,0,12
Sierra Leone,2005-12-01,2,0,0,0,0,2
Sierra Leone,2005-12-01,2,0,0,0,0,2
Sierra Leone,2005-12-01,0,0,0,0,0,0
Sierra Leone,2005-12-01,0,0,0,3,0,3
Sierra Leone,2005-12-01,0,0,0,-2,0,-2
Sierra Leone,2005-12-01,2,0,0,0,0,2
Sierra Leone,2005-12-01,2,0,0,-2,0,0
Sierra Leone,2005-12-01,4,0,0,9,0,13
Sierra Leone,2005-12-01,-1,0,0,0,0,-1
Sierra Leone,2005-12-01,0,0,0,0,0,0
Sierra Leone,2005-12-01,2,0,0,0,0,2
Sierra Leone,2005-12-01,0,0,0,-10,0,-10
Sierra Leone,2005-12-01,-1,0,0,3,0,2
Sierra Leone,2005-12-01,-3,0,0,6,0,3
Sierra Leone,2005-12-01,0,0,0,0,0,0
Sierra Leone,2005-12-01,0,0,0,0,0,0
Sierra Leone,2005-12-01,0,0,0,0,0,0
Sierra Leone,2005-12-01,0,0,0,0,0,0
Sierra Leone,2005-12-01,0,0,0,3,0,3
Somalia,2005-01-01,8,0,0,0,0,8
Somalia,2005-01-01,4,0,0,0,0,4
Somalia,2005-01-01,32,0,0,0,0,32
Somalia,2005-01-01,2,2,0,0,0,4
Somalia,2005-01-01,2,0,0,0,0,2
Somalia,2005-01-01,8,4,0,-2,0,10
Somalia,2005-01-01,9,0,0,0,0,9
Somalia,2005-01-01,2,0,0,0,0,2
Somalia,2005-01-01,0,0,0,0,0,0
Somalia,2005-01-01,21,2,0,5,0,28
Somalia,2005-01-01,-1,0,1,3,2,5
Somalia,2005-01-01,15,0,0,0,0,15
