country,year_month,Conflict,Economic,Governance,Other,Political,Social,Unknown,push_factor_index
Yemen,19/08/2008,8,0,0,0,3,0,0,11
Yemen,20/08/2008,2,0,0,0,0,0,0,2
Yemen,21/08/2008,1,0,0,0,-2,0,0,-1
Yemen,22/08/2008,11,0,0,0,0,2,0,13
Yemen,23/08/2008,9,0,0,0,0,0,0,9
Yemen,24/08/2008,0,0,0,0,12,0,0,12
Yemen,25/08/2008,7,0,0,0,0,1,0,8
Yemen,26/08/2008,19,0,0,0,3,0,0,22
Yemen,27/08/2008,1,0,0,0,6,0,0,7
Yemen,28/08/2008,16,0,0,0,6,0,0,22
Yemen,29/08/2008,2,0,0,0,0,0,0,2
Yemen,30/08/2008,15,0,0,0,0,0,0,15
Yemen,31/08/2008,2,0,0,0,-2,0,0,0
Afghanistan,01/07/2006,34,0,0,0,15,2,0,51
Afghanistan,02/07/2006,48,4,-2,0,11,7,0,68
Afghanistan,03/07/2006,60,0,-1,0,-2,2,0,59
Afghanistan,04/07/2006,34,2,0,0,13,4,0,53
Afghanistan,05/07/2006,27,0,0,0,3,4,0,34
Afghanistan,06/07/2006,39,0,0,0,6,3,0,48
Afghanistan,07/07/2006,32,0,-1,0,6,3,0,40
Afghanistan,08/07/2006,23,0,-2,0,13,0,0,34
Afghanistan,09/07/2006,26,0,0,0,0,0,0,26
Afghanistan,10/07/2006,51,0,0,0,-8,0,0,43
Afghanistan,11/07/2006,36,0,0,0,16,7,0,59
Afghanistan,12/07/2006,33,0,0,0,12,1,0,46
Afghanistan,13/07/2006,37,0,-2,0,7,10,0,52
Afghanistan,14/07/2006,10,0,0,0,12,0,0,22
Afghanistan,15/07/2006,20,0,-2,0,0,1,0,19
Afghanistan,16/07/2006,29,0,0,0,6,1,0,36
Afghanistan,17/07/2006,35,0,0,0,18,0,0,53
Afghanistan,18/07/2006,17,0,0,0,37,0,0,54
Afghanistan,19/07/2006,12,0,0,0,18,0,0,30
Afghanistan,20/07/2006,29,0,0,0,16,2,0,47
Afghanistan,21/07/2006,12,0,0,0,21,0,0,33
Afghanistan,22/07/2006,36,2,0,0,0,9,0,47
Afghanistan,23/07/2006,41,0,0,0,3,7,0,51
Afghanistan,24/07/2006,27,0,0,0,18,1,0,46
Afghanistan,25/07/2006,24,0,0,0,-8,2,0,18
Afghanistan,26/07/2006,49,0,1,0,27,0,0,77
Afghanistan,27/07/2006,64,0,0,0,18,7,0,89
Afghanistan,28/07/2006,19,0,0,0,14,12,0,45
Afghanistan,29/07/2006,10,0,0,0,6,1,0,17
Afghanistan,30/07/2006,26,0,0,0,3,0,0,29
Afghanistan,31/07/2006,59,0,0,0,0,0,0,59
Albania,01/07/2006,9,0,0,0,0,0,0,9
Albania,02/07/2006,1,0,1,0,0,1,0,3
Albania,03/07/2006,8,0,1,0,-6,2,0,5
Albania,04/07/2006,8,0,1,0,0,0,0,9
Albania,05/07/2006,4,0,-1,0,0,0,0,3
Albania,06/07/2006,17,0,0,0,6,0,0,23
Albania,07/07/2006,11,0,0,0,0,5,0,16
Albania,08/07/2006,0,0,0,0,0,0,0,0
Albania,09/07/2006,14,0,0,0,12,2,0,28
Albania,10/07/2006,20,0,0,0,15,2,0,37
Albania,11/07/2006,10,0,2,0,0,1,0,13
Albania,12/07/2006,0,0,0,0,0,0,0,0
Albania,13/07/2006,0,0,0,0,0,0,0,0
Albania,14/07/2006,3,0,0,0,0,0,0,3
Albania,15/07/2006,0,0,0,0,0,0,0,0
Albania,16/07/2006,3,0,0,0,0,0,0,3
Albania,17/07/2006,0,0,0,0,3,0,0,3
Albania,18/07/2006,1,0,0,0,0,0,0,1
Albania,19/07/2006,13,0,0,0,-1,0,0,12
Albania,20/07/2006,3,0,0,0,3,0,0,6
Albania,21/07/2006,3,0,0,0,0,1,0,4
Albania,22/07/2006,1,0,0,0,0,1,0,2
Albania,23/07/2006,1,0,-1,0,3,0,0,3
Albania,24/07/2006,9,0,-1,0,0,1,0,9
Albania,25/07/2006,0,0,0,0,3,2,0,5
Albania,26/07/2006,7,0,0,0,-8,0,0,-1
Albania,27/07/2006,3,0,0,0,-2,0,0,1
Albania,28/07/2006,-2,0,0,0,0,1,0,-1
Albania,29/07/2006,3,0,0,0,-3,0,0,0
Albania,30/07/2006,4,0,0,0,0,0,0,4
Albania,31/07/2006,21,0,0,0,12,0,0,33
Algeria,01/07/2006,0,0,0,0,0,0,0,0
Algeria,02/07/2006,4,0,0,0,3,0,0,7
Algeria,03/07/2006,4,0,1,0,3,0,0,8
Algeria,04/07/2006,4,0,0,0,1,0,0,5
Algeria,05/07/2006,2,0,-1,0,0,0,0,1
Algeria,06/07/2006,4,0,0,0,-1,0,0,3
Algeria,07/07/2006,0,0,0,0,0,0,0,0
Algeria,08/07/2006,0,0,0,0,0,0,0,0
Algeria,09/07/2006,0,0,0,0,0,0,0,0
Algeria,10/07/2006,11,0,0,0,19,0,0,30
Algeria,11/07/2006,-2,0,0,0,0,0,0,-2
Algeria,12/07/2006,7,0,0,0,0,0,0,7
Algeria,13/07/2006,17,0,0,0,0,0,0,17
Algeria,14/07/2006,0,0,0,0,0,0,0,0
Algeria,15/07/2006,-3,0,0,0,-4,0,0,-7
Algeria,16/07/2006,-2,0,0,0,0,0,0,-2
Algeria,17/07/2006,-1,0,0,0,0,0,0,-1
Algeria,18/07/2006,3,0,0,0,0,0,0,3
Algeria,19/07/2006,0,0,0,0,0,0,0,0
Algeria,20/07/2006,6,0,0,0,9,0,0,15
Algeria,21/07/2006,2,0,0,0,2,0,0,4
Algeria,22/07/2006,12,0,0,0,0,2,0,14
Algeria,23/07/2006,4,0,0,0,6,0,0,10
Algeria,24/07/2006,0,0,-1,0,0,6,0,5
Algeria,25/07/2006,0,0,0,0,0,0,0,0
Algeria,26/07/2006,0,0,0,0,0,0,0,0
Algeria,27/07/2006,0,0,0,0,0,0,0,0
Algeria,28/07/2006,12,0,0,0,0,0,0,12
Algeria,29/07/2006,24,0,0,0,0,0,0,24
Algeria,30/07/2006,0,0,1,0,0,0,0,1
Algeria,31/07/2006,1,0,0,0,0,0,0,1
Bangladesh,01/07/2006,0,0,0,0,0,0,0,0
Bangladesh,02/07/2006,2,0,0,0,0,0,0,2
Bangladesh,03/07/2006,0,0,0,0,0,0,0,0
Bangladesh,04/07/2006,-1,0,0,0,0,2,0,1
Bangladesh,05/07/2006,0,0,0,0,-2,0,0,-2
Bangladesh,06/07/2006,23,0,1,0,18,0,0,42
Bangladesh,07/07/2006,3,0,0,0,0,0,0,3
Bangladesh,08/07/2006,2,0,0,0,0,0,0,2
Bangladesh,09/07/2006,4,0,0,0,0,0,0,4
Bangladesh,10/07/2006,9,0,0,0,0,4,0,13
Bangladesh,11/07/2006,5,0,0,0,0,0,0,5
Bangladesh,12/07/2006,3,0,0,0,0,3,0,6
Bangladesh,13/07/2006,0,0,0,0,3,0,0,3
Bangladesh,14/07/2006,5,0,0,0,0,0,0,5
Bangladesh,15/07/2006,6,0,0,0,0,0,0,6
Bangladesh,16/07/2006,6,0,0,0,3,0,0,9
Bangladesh,17/07/2006,3,0,0,0,-2,0,0,1
Bangladesh,18/07/2006,-6,0,0,0,0,0,0,-6
Bangladesh,19/07/2006,4,0,0,0,3,0,0,7
Bangladesh,20/07/2006,0,0,0,0,0,0,0,0
Bangladesh,21/07/2006,25,6,0,0,9,2,0,42
Bangladesh,22/07/2006,1,0,0,0,3,0,0,4
Bangladesh,23/07/2006,0,0,0,0,0,0,0,0
Bangladesh,24/07/2006,0,0,0,0,3,3,0,6
Bangladesh,25/07/2006,8,0,0,0,0,3,0,11
Bangladesh,26/07/2006,3,0,0,0,0,0,0,3
Bangladesh,27/07/2006,3,0,0,0,3,0,0,6
Bangladesh,28/07/2006,2,0,0,0,0,6,0,8
Bangladesh,29/07/2006,-1,0,1,0,2,0,0,2
Bangladesh,30/07/2006,13,0,1,0,-2,0,0,12
Bangladesh,31/07/2006,3,0,0,0,0,0,0,3
Cameroon,01/07/2006,0,0,0,0,0,0,0,0
Cameroon,03/07/2006,2,0,0,0,3,0,0,5
Cameroon,04/07/2006,0,0,0,0,0,0,0,0
Cameroon,05/07/2006,0,0,0,0,0,0,0,0
Cameroon,06/07/2006,2,0,0,0,0,0,0,2
Cameroon,07/07/2006,3,0,0,0,3,0,0,6
Cameroon,09/07/2006,0,0,0,0,0,0,0,0
Cameroon,10/07/2006,4,0,0,0,0,0,0,4
Cameroon,11/07/2006,0,0,0,0,0,0,0,0
Cameroon,12/07/2006,0,0,0,0,0,0,0,0
Cameroon,13/07/2006,0,0,0,0,3,0,0,3
Cameroon,14/07/2006,3,0,0,0,0,0,0,3
Cameroon,16/07/2006,0,0,0,0,3,0,0,3
Cameroon,17/07/2006,-1,0,0,0,0,0,0,-1
Cameroon,18/07/2006,0,0,0,0,0,0,0,0
Cameroon,19/07/2006,3,0,0,0,0,1,0,4
Cameroon,20/07/2006,0,0,0,0,0,0,0,0
Cameroon,21/07/2006,0,0,0,0,0,0,0,0
Cameroon,22/07/2006,2,0,0,0,0,0,0,2
Cameroon,24/07/2006,4,0,0,0,0,0,0,4
Cameroon,25/07/2006,0,0,0,0,0,0,0,0
Cameroon,26/07/2006,0,0,0,0,0,0,0,0
Cameroon,27/07/2006,3,0,0,0,0,0,0,3
Cameroon,28/07/2006,2,0,0,0,0,0,0,2
Cameroon,31/07/2006,1,0,0,0,0,0,0,1
China,01/07/2006,12,0,0,0,4,6,0,22
China,02/07/2006,15,0,0,0,6,0,0,21
China,03/07/2006,18,0,-1,0,6,7,0,30
China,04/07/2006,45,0,-1,0,15,5,0,64
China,05/07/2006,45,6,0,0,10,3,0,64
China,06/07/2006,16,0,0,0,12,0,0,28
China,07/07/2006,16,0,0,0,12,7,0,35
China,08/07/2006,12,0,0,0,0,3,0,15
China,09/07/2006,20,0,0,0,4,0,0,24
China,10/07/2006,25,0,0,0,0,2,0,27
China,11/07/2006,15,2,0,0,3,22,0,42
China,12/07/2006,41,0,-1,0,18,0,0,58
China,13/07/2006,27,0,0,0,9,22,0,58
China,14/07/2006,18,0,0,0,-1,1,0,18
China,15/07/2006,20,2,-4,0,15,0,0,33
China,16/07/2006,22,0,0,0,5,0,0,27
China,17/07/2006,36,2,-7,0,-4,2,0,29
China,18/07/2006,28,2,0,0,18,0,0,48
China,19/07/2006,51,0,2,0,12,1,0,66
China,20/07/2006,33,0,1,0,16,2,0,52
China,21/07/2006,38,0,2,0,21,2,0,63
China,22/07/2006,25,2,-1,0,3,0,0,29
China,23/07/2006,26,0,1,0,9,1,0,37
China,24/07/2006,53,2,-2,0,7,7,0,67
China,25/07/2006,39,0,-2,0,2,1,0,40
China,26/07/2006,124,0,0,0,5,5,0,134
China,27/07/2006,59,0,0,0,10,8,0,77
China,28/07/2006,34,0,1,0,7,2,0,44
China,29/07/2006,-6,0,2,0,-7,0,0,-11
China,30/07/2006,16,0,0,0,21,7,0,44
China,31/07/2006,0,0,0,0,5,3,0,8
Egypt,01/07/2006,48,0,0,0,-19,0,0,29
Egypt,02/07/2006,39,0,1,0,6,2,0,48
Egypt,03/07/2006,30,0,0,0,6,0,0,36
Egypt,04/07/2006,17,0,0,0,-2,0,0,15
Egypt,05/07/2006,24,0,0,0,16,1,0,41
Egypt,06/07/2006,22,0,1,0,9,0,0,32
Egypt,07/07/2006,4,0,0,0,-1,0,0,3
Egypt,08/07/2006,2,0,0,0,0,0,0,2
Egypt,09/07/2006,5,0,0,0,-7,0,0,-2
Egypt,10/07/2006,-1,0,0,0,6,2,0,7
Egypt,11/07/2006,2,0,0,0,0,0,0,2
Egypt,12/07/2006,3,0,0,0,-10,1,0,-6
Egypt,13/07/2006,13,0,0,0,2,0,0,15
Egypt,14/07/2006,14,0,0,0,-4,6,0,16
Egypt,15/07/2006,56,0,0,0,6,11,0,73
Egypt,16/07/2006,-1,0,-2,0,0,0,0,-3
Egypt,17/07/2006,12,0,1,0,-2,0,0,11
Egypt,18/07/2006,10,0,0,0,0,1,0,11
Egypt,19/07/2006,25,0,0,0,0,0,0,25
Egypt,20/07/2006,19,2,0,0,10,0,0,31
Egypt,21/07/2006,1,0,0,0,3,14,0,18
Egypt,22/07/2006,0,0,0,0,0,0,0,0
Egypt,23/07/2006,8,0,0,0,0,2,0,10
Egypt,24/07/2006,7,0,0,0,3,0,0,10
Egypt,25/07/2006,0,0,0,0,-5,0,0,-5
Egypt,26/07/2006,5,0,1,0,3,0,0,9
Egypt,27/07/2006,10,0,0,0,3,1,0,14
Egypt,28/07/2006,0,0,0,0,-4,4,0,0
Egypt,29/07/2006,4,0,0,0,6,1,0,11
Egypt,30/07/2006,28,0,5,0,0,0,0,33
Egypt,31/07/2006,7,0,0,0,0,1,0,8
Eritrea,01/07/2006,0,0,0,0,0,2,0,2
Eritrea,03/07/2006,0,0,0,0,0,0,0,0
Eritrea,04/07/2006,0,0,0,0,3,0,0,3
Eritrea,05/07/2006,1,0,0,0,0,0,0,1
Eritrea,06/07/2006,2,0,0,0,0,0,0,2
Eritrea,08/07/2006,0,0,0,0,0,0,0,0
Eritrea,09/07/2006,0,0,0,0,0,0,0,0
Eritrea,10/07/2006,0,0,0,0,0,0,0,0
Eritrea,12/07/2006,0,0,0,0,0,0,0,0
Eritrea,13/07/2006,2,0,0,0,0,0,0,2
Eritrea,14/07/2006,5,0,0,0,0,0,0,5
Eritrea,15/07/2006,-3,0,0,0,0,0,0,-3
Eritrea,17/07/2006,6,0,0,0,0,0,0,6
Eritrea,18/07/2006,0,0,0,0,0,0,0,0
Eritrea,19/07/2006,-5,0,0,0,0,0,0,-5
Eritrea,20/07/2006,0,0,0,0,0,2,0,2
Eritrea,21/07/2006,14,0,0,0,0,0,0,14
Eritrea,22/07/2006,0,0,0,0,6,0,0,6
Eritrea,23/07/2006,0,0,0,0,0,0,0,0
Eritrea,24/07/2006,1,0,0,0,0,0,0,1
Eritrea,25/07/2006,-1,0,-4,0,0,0,0,-5
Eritrea,26/07/2006,14,0,0,0,0,0,0,14
Eritrea,27/07/2006,10,0,-6,0,0,0,0,4
Eritrea,28/07/2006,1,0,0,0,3,0,0,4
Eritrea,29/07/2006,26,0,0,0,3,3,0,32
Eritrea,30/07/2006,11,0,0,0,0,2,0,13
Eritrea,31/07/2006,4,0,0,0,0,0,0,4
Georgia,01/07/2006,6,0,0,0,0,0,0,6
Georgia,03/07/2006,0,0,0,0,3,0,0,3
Georgia,04/07/2006,6,0,0,0,0,1,0,7
Georgia,05/07/2006,2,0,0,0,1,0,0,3
Georgia,06/07/2006,3,0,0,0,18,0,0,21
Georgia,07/07/2006,3,0,0,0,3,0,0,6
Georgia,08/07/2006,0,0,0,0,0,0,0,0
Georgia,09/07/2006,0,0,0,0,0,0,0,0
Georgia,10/07/2006,0,0,0,0,0,0,0,0
Georgia,12/07/2006,-2,0,0,0,0,3,0,1
Georgia,13/07/2006,6,0,0,0,0,0,0,6
Georgia,14/07/2006,5,0,0,0,0,0,0,5
Georgia,15/07/2006,2,0,0,0,0,2,0,4
Georgia,16/07/2006,-3,0,0,0,0,0,0,-3
Georgia,17/07/2006,-1,0,0,0,0,1,0,0
Georgia,18/07/2006,2,0,0,0,-1,0,0,1
Georgia,19/07/2006,3,0,0,0,3,1,0,7
Georgia,20/07/2006,-1,0,0,0,0,0,0,-1
Georgia,21/07/2006,1,0,0,0,0,1,0,2
Georgia,22/07/2006,1,0,0,0,0,0,0,1
Georgia,23/07/2006,0,0,0,0,0,0,0,0
Georgia,24/07/2006,0,0,0,0,0,1,0,1
Georgia,25/07/2006,0,0,0,0,0,1,0,1
Georgia,26/07/2006,3,0,0,0,-1,0,0,2
Georgia,27/07/2006,0,0,0,0,12,0,0,12
Georgia,28/07/2006,0,0,0,0,9,0,0,9
Georgia,29/07/2006,0,0,0,0,0,0,0,0
Georgia,30/07/2006,0,0,0,0,0,0,0,0
Georgia,31/07/2006,2,0,0,0,0,0,0,2
India,01/07/2006,25,0,0,0,-2,2,0,25
India,02/07/2006,17,0,0,0,0,0,0,17
India,03/07/2006,36,2,0,0,13,1,0,52
India,04/07/2006,13,0,-2,0,-4,2,0,9
India,05/07/2006,5,0,0,0,0,2,0,7
India,06/07/2006,26,0,0,0,2,0,0,28
India,07/07/2006,0,2,0,0,0,0,0,2
India,08/07/2006,0,0,0,0,0,0,0,0
India,09/07/2006,2,0,0,0,1,0,0,3
India,10/07/2006,1,0,0,0,0,0,0,1
India,11/07/2006,9,0,-4,0,0,2,0,7
India,12/07/2006,2,0,-1,0,1,0,0,2
India,13/07/2006,15,0,0,0,1,2,0,18
India,14/07/2006,5,0,0,0,0,0,0,5
India,15/07/2006,25,0,0,0,1,0,0,26
India,16/07/2006,4,0,0,0,3,0,0,7
India,17/07/2006,21,0,0,0,0,0,0,21
India,18/07/2006,16,0,-1,0,9,0,0,24
India,19/07/2006,1,0,0,0,6,1,0,8
India,20/07/2006,16,0,0,0,0,0,0,16
India,21/07/2006,4,0,-2,0,0,1,0,3
India,22/07/2006,3,0,0,0,1,1,0,5
India,23/07/2006,8,0,0,0,0,3,0,11
India,24/07/2006,19,0,0,0,3,1,0,23
India,25/07/2006,5,0,-2,0,0,1,0,4
India,26/07/2006,11,0,0,0,-5,0,0,6
India,27/07/2006,5,0,1,0,-4,0,0,2
India,28/07/2006,7,0,1,0,0,4,0,12
India,29/07/2006,6,0,-1,0,6,0,0,11
India,30/07/2006,16,0,1,0,-6,1,0,12
India,31/07/2006,2,0,0,0,3,0,0,5
Iran,01/07/2006,14,0,0,0,0,1,0,15
Iran,02/07/2006,11,0,0,0,10,0,0,21
Iran,03/07/2006,14,0,0,0,0,2,0,16
Iran,04/07/2006,13,0,0,0,10,1,0,24
Iran,05/07/2006,12,0,0,0,7,1,0,20
Iran,06/07/2006,30,0,0,0,12,40,0,82
Iran,07/07/2006,30,0,0,0,3,22,0,55
Iran,08/07/2006,16,0,0,0,-1,9,0,24
Iran,09/07/2006,11,0,1,0,-3,0,0,9
Iran,10/07/2006,14,0,1,0,16,0,0,31
Iran,11/07/2006,8,0,0,0,18,1,0,27
Iran,12/07/2006,27,4,0,0,-2,4,0,33
Iran,13/07/2006,40,0,2,0,8,3,0,53
Iran,14/07/2006,55,0,0,0,3,0,0,58
Iran,15/07/2006,82,0,0,0,2,1,0,85
Iran,16/07/2006,57,0,0,0,-1,6,0,62
Iran,17/07/2006,36,0,-2,0,-5,22,0,51
Iran,18/07/2006,51,0,0,0,-5,16,0,62
Iran,19/07/2006,47,0,0,0,14,6,0,67
Iran,20/07/2006,56,0,0,0,5,11,0,72
Iran,21/07/2006,45,2,0,0,6,2,0,55
Iran,22/07/2006,22,2,0,0,3,18,0,45
Iran,23/07/2006,41,2,0,0,-2,9,0,50
Iran,24/07/2006,92,0,0,0,-2,2,0,92
Iran,25/07/2006,32,0,0,0,7,5,0,44
Iran,26/07/2006,36,0,0,0,0,0,0,36
Iran,27/07/2006,52,0,0,0,6,2,0,60
Iran,28/07/2006,48,0,0,0,0,4,0,52
Iran,29/07/2006,43,0,-1,0,0,6,0,48
Iran,30/07/2006,37,0,0,0,10,10,0,57
Iran,31/07/2006,113,0,1,0,12,1,0,127
Iraq,01/07/2006,70,0,0,0,-4,0,0,66
Iraq,02/07/2006,36,0,0,0,14,3,0,53
Iraq,03/07/2006,87,6,-3,0,7,9,0,106
Iraq,04/07/2006,74,4,0,0,18,8,0,104
Iraq,05/07/2006,32,0,-1,0,9,13,0,53
Iraq,06/07/2006,33,0,-1,0,27,14,0,73
Iraq,07/07/2006,10,4,0,0,21,8,0,43
Iraq,08/07/2006,28,0,0,0,22,0,0,50
Iraq,09/07/2006,43,0,0,0,19,12,0,74
Iraq,10/07/2006,35,0,-2,0,6,0,0,39
Iraq,11/07/2006,36,0,0,0,17,7,0,60
Iraq,12/07/2006,52,0,2,0,6,6,0,66
Iraq,13/07/2006,26,0,3,0,14,1,0,44
Iraq,14/07/2006,30,0,-3,0,2,2,0,31
Iraq,15/07/2006,41,0,0,0,5,1,0,47
Iraq,16/07/2006,26,0,0,0,15,11,0,52
Iraq,17/07/2006,70,0,0,0,-2,10,0,78
Iraq,18/07/2006,77,0,3,0,18,9,0,107
Iraq,19/07/2006,62,0,0,0,6,2,0,70
Iraq,20/07/2006,14,0,-2,0,-5,11,0,18
Iraq,21/07/2006,32,4,0,0,-5,6,0,37
Iraq,22/07/2006,37,0,0,0,3,1,0,41
Iraq,23/07/2006,27,0,0,0,4,9,0,40
Iraq,24/07/2006,67,0,1,0,4,6,0,78
Iraq,25/07/2006,54,0,2,0,15,6,0,77
Iraq,26/07/2006,60,0,-3,0,-1,23,0,79
Iraq,27/07/2006,65,0,-2,0,16,3,0,82
Iraq,28/07/2006,40,0,0,0,11,7,0,58
Iraq,29/07/2006,19,0,0,0,8,0,0,27
Iraq,30/07/2006,37,0,0,0,4,3,0,44
Iraq,31/07/2006,26,0,0,0,12,2,0,40
Morocco,01/07/2006,2,0,0,0,7,0,0,9
Morocco,03/07/2006,-2,0,0,0,0,0,0,-2
Morocco,05/07/2006,2,0,0,0,0,0,0,2
Morocco,06/07/2006,1,0,0,0,0,0,0,1
Morocco,07/07/2006,0,0,0,0,0,0,0,0
Morocco,08/07/2006,2,0,0,0,0,0,0,2
Morocco,10/07/2006,0,0,0,0,0,0,0,0
Morocco,11/07/2006,0,0,0,0,0,0,0,0
Morocco,12/07/2006,0,0,0,0,0,0,0,0
Morocco,13/07/2006,2,0,0,0,0,0,0,2
Morocco,14/07/2006,0,0,0,0,0,0,0,0
Morocco,15/07/2006,0,0,0,0,0,0,0,0
Morocco,16/07/2006,6,0,0,0,3,0,0,9
Morocco,17/07/2006,6,0,0,0,0,1,0,7
Morocco,18/07/2006,0,2,0,0,0,0,0,2
Morocco,19/07/2006,3,0,0,0,0,0,0,3
Morocco,20/07/2006,0,0,0,0,0,0,0,0
Morocco,21/07/2006,0,0,0,0,-2,0,0,-2
Morocco,22/07/2006,-1,0,0,0,0,0,0,-1
Morocco,23/07/2006,3,0,0,0,3,0,0,6
Morocco,24/07/2006,6,0,0,0,0,2,0,8
Morocco,25/07/2006,9,0,0,0,0,0,0,9
Morocco,26/07/2006,0,0,0,0,0,0,0,0
Morocco,27/07/2006,3,0,0,0,3,2,0,8
Morocco,28/07/2006,0,0,0,0,0,2,0,2
Morocco,30/07/2006,-1,0,0,0,0,0,0,-1
Morocco,31/07/2006,7,0,0,0,-2,0,0,5
Nigeria,01/07/2006,19,0,3,0,14,2,0,38
Nigeria,02/07/2006,0,0,-1,0,4,0,0,3
Nigeria,03/07/2006,16,0,1,0,1,1,0,19
Nigeria,04/07/2006,14,0,0,0,0,0,0,14
Nigeria,05/07/2006,20,0,-2,0,3,0,0,21
Nigeria,06/07/2006,8,0,0,0,15,0,0,23
Nigeria,07/07/2006,1,0,0,0,9,2,0,12
Nigeria,08/07/2006,1,0,0,0,4,0,0,5
Nigeria,09/07/2006,3,0,0,0,0,0,0,3
Nigeria,10/07/2006,5,0,0,0,0,3,0,8
Nigeria,11/07/2006,3,0,0,0,0,0,0,3
Nigeria,12/07/2006,11,0,0,0,6,1,0,18
Nigeria,13/07/2006,13,0,1,0,15,0,0,29
Nigeria,14/07/2006,2,0,0,0,6,0,0,8
Nigeria,15/07/2006,7,4,1,0,0,1,0,13
Nigeria,16/07/2006,1,0,0,0,0,0,0,1
Nigeria,17/07/2006,16,2,0,0,1,1,0,20
Nigeria,18/07/2006,1,0,0,0,21,4,0,26
Nigeria,19/07/2006,15,0,0,0,3,0,0,18
Nigeria,20/07/2006,22,0,0,0,6,3,0,31
Nigeria,21/07/2006,23,0,0,0,0,1,0,24
Nigeria,22/07/2006,18,0,0,0,0,1,0,19
Nigeria,23/07/2006,5,0,0,0,0,2,0,7
Nigeria,24/07/2006,14,0,1,0,-2,0,0,13
Nigeria,25/07/2006,15,0,0,0,0,3,0,18
Nigeria,26/07/2006,32,0,0,0,0,2,0,34
Nigeria,27/07/2006,29,0,1,0,19,1,0,50
Nigeria,28/07/2006,45,0,0,0,6,0,0,51
Nigeria,29/07/2006,20,0,0,0,0,0,0,20
Nigeria,30/07/2006,11,0,0,0,6,0,0,17
Nigeria,31/07/2006,20,0,-3,0,-3,1,0,15
Pakistan,01/07/2006,2,0,0,0,0,0,0,2
Pakistan,02/07/2006,11,0,0,0,1,0,0,12
Pakistan,03/07/2006,14,0,0,0,10,0,0,24
Pakistan,04/07/2006,28,0,0,0,-2,1,0,27
Pakistan,05/07/2006,9,0,0,0,3,0,0,12
Pakistan,06/07/2006,2,0,0,0,0,3,0,5
Pakistan,07/07/2006,0,0,0,0,9,1,0,10
Pakistan,08/07/2006,2,0,0,0,9,0,0,11
Pakistan,09/07/2006,5,0,0,0,9,0,0,14
Pakistan,10/07/2006,21,0,0,0,0,0,0,21
Pakistan,11/07/2006,38,0,0,0,0,16,0,54
Pakistan,12/07/2006,39,0,0,0,3,5,0,47
Pakistan,13/07/2006,78,0,0,0,4,10,0,92
Pakistan,14/07/2006,19,0,0,0,12,8,0,39
Pakistan,15/07/2006,38,0,0,0,3,0,0,41
Pakistan,16/07/2006,9,2,1,0,0,2,0,14
Pakistan,17/07/2006,33,0,0,0,18,0,0,51
Pakistan,18/07/2006,53,0,1,0,30,7,0,91
Pakistan,19/07/2006,41,0,0,0,12,2,0,55
Pakistan,20/07/2006,34,0,0,0,13,5,0,52
Pakistan,21/07/2006,23,0,0,0,21,2,0,46
Pakistan,22/07/2006,5,0,0,0,0,20,0,25
Pakistan,23/07/2006,8,0,0,0,16,2,0,26
Pakistan,24/07/2006,32,0,0,0,33,6,0,71
Pakistan,25/07/2006,34,0,0,0,3,6,0,43
Pakistan,26/07/2006,44,0,0,0,36,2,0,82
Pakistan,27/07/2006,26,0,0,0,12,2,0,40
Pakistan,28/07/2006,16,0,0,0,18,2,0,36
Pakistan,29/07/2006,14,0,0,0,10,3,0,27
Pakistan,30/07/2006,39,0,0,0,1,4,0,44
Pakistan,31/07/2006,51,0,0,0,9,1,0,61
Sierra Leone,01/07/2006,0,0,0,0,0,0,0,0
Sierra Leone,02/07/2006,2,0,0,0,0,0,0,2
Sierra Leone,03/07/2006,-1,0,0,0,0,-3,0,-4
Sierra Leone,04/07/2006,9,0,0,0,6,4,0,19
Sierra Leone,05/07/2006,0,0,0,0,6,2,0,8
Sierra Leone,06/07/2006,6,0,0,0,0,0,0,6
Sierra Leone,07/07/2006,0,0,0,0,0,0,0,0
Sierra Leone,10/07/2006,2,0,0,0,0,0,0,2
Sierra Leone,11/07/2006,6,0,0,0,0,3,0,9
Sierra Leone,12/07/2006,0,0,0,0,0,0,0,0
Sierra Leone,13/07/2006,0,0,0,0,0,2,0,2
Sierra Leone,14/07/2006,0,0,0,0,0,2,0,2
Sierra Leone,16/07/2006,0,0,0,0,0,0,0,0
Sierra Leone,17/07/2006,1,0,0,0,1,0,0,2
Sierra Leone,18/07/2006,9,0,0,0,6,0,0,15
Sierra Leone,19/07/2006,8,0,0,0,6,0,0,14
Sierra Leone,20/07/2006,2,0,0,0,0,2,0,4
Sierra Leone,21/07/2006,3,0,-2,0,18,0,0,19
Sierra Leone,23/07/2006,0,0,0,0,0,0,0,0
Sierra Leone,24/07/2006,3,0,0,0,6,0,0,9
Sierra Leone,25/07/2006,17,0,0,0,7,0,0,24
Sierra Leone,26/07/2006,3,0,0,0,0,1,0,4
Sierra Leone,27/07/2006,0,0,0,0,6,0,0,6
Sierra Leone,28/07/2006,-1,0,0,0,0,0,0,-1
Sierra Leone,31/07/2006,4,0,0,0,0,0,0,4
Somalia,01/07/2006,16,0,-1,0,-2,0,0,13
Somalia,02/07/2006,5,2,1,0,0,0,0,8
Somalia,03/07/2006,4,0,0,0,6,2,0,12
